set_number,theme,actual_growth,is_avoid,baseline_prob,f2_tuned_prob,baseline_flagged,f2_flagged
75413,Star Wars,6.99,0,0.1887295212423411,0.026768900966548232,0,0
75414,Star Wars,4.54,1,0.9373668809766202,0.9965524509933453,1,1
10289,Icons,37.4,0,0.5187937517399277,0.3759489363607451,1,1
75310,Star Wars,4.15,1,0.8112092977506535,0.65349245419393,1,1
77243,Speed Champions,4.74,1,0.891058732266925,0.9871749502325218,1,1
77250,Speed Champions,4.74,1,0.9064647009216813,0.9922351191013618,1,1
77246,Speed Champions,4.74,1,0.8843756492679259,0.9905384843083601,1,1
75345,Star Wars,6.99,0,0.314468823934303,0.17021394363626582,0,0
75367,Star Wars,7.29,0,0.05471934948065312,0.004658517751185767,0,0
75432,Star Wars,6.99,0,0.18995899021398996,0.03477646018019882,0,0
75434,Star Wars,4.74,1,0.7704229510258951,0.9166472048451595,1,1
75416,Star Wars,4.74,1,0.8331967165308762,0.9641550196589782,1,1
75412,Star Wars,4.74,1,0.939248051165606,0.9975665461216149,1,1
75406,Star Wars,4.74,1,0.9213131633594263,0.9941055646758564,1,1
75382,Star Wars,7.29,0,0.03040172925735704,0.0014049043885835815,0,0
75429,Star Wars,7.16,0,0.025897009384159533,0.0013431227057140568,0,0
75410,Star Wars,4.74,1,0.930982215242386,0.9960407603844245,1,1
75428,Star Wars,8.24,0,0.07561881783427284,0.0353007678747974,0,0
75415,Star Wars,7.16,0,0.057586204603952126,0.0046700459360071965,0,0
40806,Star Wars,5.35,0,0.343436021782935,0.15018425808964203,0,0
10323,Icons,5.25,0,0.5076973185957256,0.23627137316721247,1,0
75436,Star Wars,4.74,1,0.8914413208535151,0.995858463239057,1,1
75421,Star Wars,4.74,1,0.9210533237168825,0.9966992455594368,1,1
10327,Icons,5.25,0,0.4304884451779907,0.2225317503679085,0,0
10315,Icons,4.74,1,0.6950313277917723,0.7741774626016383,1,1
75422,Star Wars,4.74,1,0.9525568718018503,0.9985712776664963,1,1
75420,Star Wars,4.74,1,0.9085105788788087,0.9968572305617579,1,1
75423,Star Wars,4.74,1,0.9362107910163321,0.9983139747655908,1,1
75424,Star Wars,4.74,1,0.7653184364389517,0.9880368279459029,1,1
75425,Star Wars,4.74,1,0.9415370033263466,0.9977507066924515,1,1
75427,Star Wars,4.74,1,0.96096271173406,0.994259704128933,1,1
75426,Star Wars,4.74,1,0.9406175031466146,0.9976379440443774,1,1
10366,Creator,5.22,0,0.6724172039843458,0.35378061596231786,1,1
75441,Star Wars,4.74,1,0.858787162173992,0.9940588201373409,1,1
75448,Star Wars,7.42,0,0.12023866519654447,0.00644530360962536,0,0
10351,Icons,5.25,0,0.36044957350808865,0.1363399918634332,0,0
10360,Icons,7.72,0,0.725672858639418,0.667919154882118,1,1
10363,Icons,5.99,0,0.19834930611653231,0.03226651743665152,0,0
43008,Nike,5.99,0,0.03480331580653787,0.01998045357355895,0,0
10340,Botanicals,4.74,1,0.6385527187472395,0.8464717315544398,1,1
10370,Botanicals,4.74,1,0.4912733712814332,0.6255767450337191,0,1
75403,Star Wars,4.74,1,0.8705822913703207,0.9936413930243492,1,1
75407,Star Wars,6.69,0,0.03731420340856647,0.0018868627075788954,0,0
10357,Icons,6.47,0,0.18238823867374948,0.10963479206715293,0,0
10361,Icons,11.17,0,0.1749032917608429,0.16029498874827486,0,0
10367,Icons,5.25,0,0.36414919576840027,0.45090018957181993,0,1
75375,Star Wars,4.74,1,0.9490108513715405,0.9956482215394642,1,1
75443,Star Wars,4.74,1,0.9431120165996966,0.9970143349902693,1,1
75440,Star Wars,6.8,0,0.10239288965535696,0.003960250098314592,0,0
10354,Icons,5.25,0,0.5190990003209627,0.34315170085130176,1,1
75433,Star Wars,9.13,0,0.03305176480772878,0.008270023758968842,0,0
10326,Icons,10.24,0,0.03839906044787844,0.0012750972427037583,0,0
75430,Star Wars,7.12,0,0.06052897510515068,0.008236710195946214,0,0
10369,Icons,4.74,1,0.7430800883058297,0.974599320559325,1,1
42180,Technic,5.63,0,0.7088832168012925,0.7931485381713209,1,1
42181,Technic,5.63,0,0.7803173454341888,0.8834254600804069,1,1
21363,LEGO Ideas (CUUSOO),6.06,0,0.13733627991445144,0.02154955751224466,0,0
21360,LEGO Ideas (CUUSOO),6.06,0,0.10972174750963065,0.017990908445707773,0,0
21354,LEGO Ideas (CUUSOO),6.06,0,0.12460119517229226,0.016170823809922918,0,0
21357,LEGO Ideas (CUUSOO),6.06,0,0.14862767753070744,0.19135198891754887,0,0
21349,LEGO Ideas (CUUSOO),6.04,0,0.0313672014214699,0.0035318199478474605,0,0
21355,LEGO Ideas (CUUSOO),6.04,0,0.047265661440129496,0.008593385449974969,0,0
21362,LEGO Ideas (CUUSOO),6.04,0,0.10197568896404059,0.055713577417589276,0,0
21358,LEGO Ideas (CUUSOO),6.04,0,0.09270197522700609,0.02703401592804658,0,0
21356,LEGO Ideas (CUUSOO),6.04,0,0.05458765178245182,0.0064809676186774546,0,0
21359,LEGO Ideas (CUUSOO),6.04,0,0.03996926374248491,0.013169686679475821,0,0
42217,Technic,3.56,1,0.944177936000195,0.995998307274002,1,1
21361,LEGO Ideas (CUUSOO),6.06,0,0.19888034015747413,0.06573563397575465,0,0
21347,LEGO Ideas (CUUSOO),5.88,0,0.11937547465391378,0.03350374744286558,0,0
10332,Castle,11.31,0,0.009260657024137859,0.006100620157013453,0,0
42214,Technic,3.56,1,0.8997929760557515,0.98957521613717,1,1
10318,Icons,5.99,0,0.21128365824500053,0.10465924744850787,0,0
42173,Technic,3.56,1,0.8642676949173239,0.9917184108765628,1,1
21351,LEGO Ideas (CUUSOO),6.06,0,0.02379540630250324,0.002550690796842654,0,0
10330,Icons,6.47,0,0.16347321696181696,0.11768328641750445,0,0
10329,Icons,4.74,1,0.7412075378652703,0.9669269562703159,1,1
42171,Technic,3.56,1,0.8469275467798991,0.9862728726068124,1,1
10368,Icons,4.74,1,0.684120385876036,0.9548276453690165,1,1
10328,Icons,4.74,1,0.7108947539715639,0.9498189081161656,1,1
42154,Technic,3.56,1,0.9103360638058009,0.9925265027350291,1,1
21323,Ideas and CUUSOO,6.04,0,0.033371127342587466,0.03794285053962924,0,0
21345,LEGO Ideas (CUUSOO),6.06,0,0.3265063165075708,0.0899233563415137,0,0
21346,LEGO Ideas (CUUSOO),6.04,0,0.036672500208146525,0.00365979596871006,0,0
42176,Technic,3.56,1,0.8547457013103555,0.9787846231769498,1,1
42204,Technic,3.6,1,0.5929960243392655,0.8911055425592823,1,1
42218,Technic,3.56,1,0.9268765194004884,0.9821883770535794,1,1
42225,Technic,3.6,1,0.4603900044094673,0.9226981536274903,0,1
76417,Harry Potter,5.74,0,0.034329078555996,0.004322109010327159,0,0
76429,Harry Potter,5.88,0,0.1097480593225463,0.023671325289732724,0,0
10956,Duplo,5.97,0,0.7442307326891152,0.8242169069315362,1,1
76437,Harry Potter,6.76,0,0.27953051739658774,0.20023732440667555,0,0
42221,Technic,3.56,1,0.8858845075593033,0.9956958929697433,1,1
